name,count
text/x-spss-syntax; charset=US-ASCII,1092
image/pjpeg,1061
text/x-vcard,1047
application/rar,1045
zip,1042
WWW:LINK,1039
application/x-bzip,1035
application/x-compressed,1022
application/javascript,1017
application/vnd.tcpdump.pcap,1012
application/x-tika-msoffice,1010
OGC:WFS-1.0.0-http-get-feature,1005
application/vnd.lotus-approach,979
application/x-msdownload,973
http://www.opengis.net/def/serviceType/ogc/wms,956
HTML,952
application/x-sh,935
ESRI:REST,924
ESRI REST: Feature Service,922
website,899
model/vnd.vtu,893
application/x-spss-por,893
Shape,884
EEA:FOLDERPATH,883
application/x-msaccess,873
image/vnd.dwg,866
application/x-stata-smcl,858
text/plain;charset=UTF-8,857
video/h264,856
MIF,855
GPX,855
9,832
text/x-objcsrc,814
application/x-sas-system,813
application/winhlp,807
image/DNG,798
UKST,783
OGC:API:Features,778
application/xls,775
csv-with-metadata-header,773
csv-restricted-column,773
text/x-python-script,771
Web Map Service (WMS),770
WWW:OPENDAP,757
text/rtf,746
application/vnd.ms-powerpoint,737
ATOM,719
WWW:DOWNLOAD,717
text/x-log,714
image/x-freehand,707
ESRI REST: Map Server,705
text/x-stata-syntax,688
https://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,675
text/x-r-notebook,665
None,664
10,657
application/x-font-bdf,630
application/vnd.ogc.ows,622
MYO:MOTU-SUB,619
xlsx,618
application/java-vm,616
application/x-matlab-workspace,614
image/raw,612
[],603
wms:WMS_Capabilities (WMS 1.3.0),602
application/excel,601
application/vnd.lotus-1-2-3,598
application/x-stata-13,587
text/css,585
text/n3,572
application/ld+json,568
application/marc,565
11,563
image/RAW,551
text/x-r-source,534
WWW-DOWNLOAD,527
image/x-sony-arw,518
HTTP:Information,517
12,516
application/x-tgif,515
image/dicom-rle,512
application/vnd.ms-ims,502
application/vnd.ms-excel.sheet.macroEnabled.12,498
"
        image/png
      ",491
application/vnd.ogc.wfs_xml,486
http://www.opengis.net/def/serviceType/ogc/wfs,476
application/cnt,475
wms,455
application/x-xz,445
application/x-iso9660-image,444
geojson,443
marvl xml,442
application/warc,439
OGC:WFS-1.0.0-http-get-feature--shapefile,437
OGC:WCS-1.1.0-http-get-capabilities,436
IMOS:AGGREGATION--bodaac,425
application/vnd.oasis.opendocument.text,424
xls,418
application/flatgeobuf,412
application/x-font-ghostscript,406
esri rest,405
13,398
application/x-pkcs7-certificates,383
IMOS:NCWMS--proto,382
dataset,381
xml,381
"
        image/jpeg
      ",375
application/csv,370
ArcSDE Connection,366
https://www.iana.org/assignments/media-types/text/html,364
text/x-spss-syntax,344
text/CSV,339
text/x-sas-syntax; charset=US-ASCII,334
audio/x-aac,333
XML,332
OGC:WMS,322
application/x-mscardfile,321
kml,320
video/webm,317
"
        application/vnd.google-earth.kml+xml
      ",303
Web Feature Service (WFS),300
application/vndms-excel,298
WWW:DOWNLOAD-1.0-http--csiro-dap,297
text/x-pascal,291
application/vnd.rar,284
image/x-png,282
https://www.iana.org/assignments/media-types/application/geo+json,282
https://www.iana.org/assignments/media-types/application/vnd.google-earth.kml+xml,277
EEA:DBPG,274
WWW:LINK-1.0-http--link,269
application/vnd.wordperfect,269
OGC:WFS-1.1.0-http-getfeature,266
14,265
data,263
application/gpx+xml,263
HTTP:OGC:WMS,259
application/mathematica,258
image/x-tiff,257
Information,256
OGC:WPS--gogoduck,250
video/mpeg,249
kmz,245
INSPIRE-ATOM,243
application/vnd.ms-excel.sheet.binary.macroenabled.12,234
OGR-GPKG,233
image/emf,231
wfs,227
OGC:OGC-API-Features-items,226
application/x-shapefile,222
XLS,219
OGR-MIF-ZIP,210
OGR-TAB-ZIP,210
OGR-KML-ZIP,210
OGR-DXF-ZIP,210
OGR-SHP-ZIP,210
OGR-DGN-ZIP,210
OGR-CSV-ZIP,210
false,209
wcs:Capabilities (WCS 2.0),208
image/x-apple-ios-png,207
text/html; charset=utf-8,205
WMS,199
 ,197
SOAP,195
undefined,192
OGC:WMTS-1.0.0-http-get-capabilities,188
Dirección Web (URL-Uniforme Resource Locators),188
audio/x-aiff,185
application/x-sas,184
text/plain;charset=US-ASCII,182
15,179
text/x-r-markdown,177
application/unknown,176
OGC:WCS-2.0.0-http-get-coverage,175
shapefile (gezippt),174
text/vnd.ascii-art,172
AMQPS,172
api,170
WWW:DOWNLOAD-1.0-https--download,169
image/vnd.adobe.photoshop,168
OGC:WPS,165
http,164
HTTP:Nedladdning,164
application/x-research-info-systems,161
16,160
application/x-rar,160
application/x-sas-data,159
shp,156
https://www.iana.org/assignments/media-types/text/rdf+xml,156
application/vnd.realvnc.bed,154
text/json,153
OGC:WCS-2.0.1-http-get-coverage,152
application/biosequence.fasta,149
application/ESRI REST,147
NETWORK:LINK,146
text/x-rsrc,146
OGC:OWS-C,146
text/x-sh,145
application/txt,144
application/vnd.ms-excel.sheet.binary.macroEnabled.12,143
17,140
chemical/x-cif,139
OGC:WFS-1.1.0-http-get-feature,139
chemical/x-pdb,138
application/vnd.shp+zip,134
application/msaccess,134
https://www.iana.org/assignments/media-types/application/vnd.shp,134
application/Data Viewer,132
https://www.iana.org/assignments/media-types/application/rdf+xml,132
application/vnd.groove-tool-template,130
image/x-3ds,130
WWW:OPENSEARCH,130
CZML-ZIP,125
video/x-m4v,125
OGC:WMTS-1.0.0-http-get-tile,125
CZML,125
18,124
OGC:OGC-API-Features-landingpage,123
WFS,122
application/x-shellscript,122
ESRI REST: Image Service,121
audio/mp3,119
application/vnd.api+json,116
GeoDatabase/ZIP,113
application/acad,113
Shapefile/ZIP,113
19,110
audio/x-m4a,109
message/rfc822,107
application/xhtml+xml,105
chemical/x-mdl-sdfile,105
application/vnd.wolfram.mathematica.package,102
model/x3d+xml,102
application/java-archive,102
20,101
text/html;charset=utf-8,100
application/x-msmetafile,99
image/heic,98
OGC:WCS-1.1.0-http-get-coverage,98
21,96
application/vnd.ms-xpsdocument,96
text/plain; charset=utf-8,94
appliation/zip,94
text/rdf+xml,94
text/wfs,93
application/x-stata-dta,92
application/x-font-ttf,90
tiff,89
https://www.iana.org/assignments/media-types/image/tiff,89
application/CDFV2,89
application/vnd.lotus-notes,89
WWW:DOWNLOAD-1.0-link--order,88
application/x-troff-man,87
https://www.iana.org/assignments/media-types/application/vnd.ms-excel,85
video/x-ms-wmv,84
atom,82
OGC:WCS-2.0.1-http-get-capabilities,81
XLSX,81
FTP,80
WWW:DOWNLOAD-1.0-http—download,80
application/pgp-keys,78
22,76
text/troff,76
application/sparql-query,76
OGC:WFS-1.1.0-http-get-capabilities,76
GEOJSON,75
text/pdf,75
txt,74
text/x-tex,73
application/vnd.shp,73
23,72
application/x-dbf,70
OGC Web Map Service,69
xsl,69
text/prs.lines.tag,69
Website,69
ArcGIS mapservice,66
OGC API – Features,66
ArcGIS featureservice,66
application/vnd.publishare-delta-tree,66
application/api,66
image/jp2,65
video/x-matroska,65
OGC Web Feature Service,63
application/x-swc,63
"
        application/word
      ",63
application/x-iwork-keynote-sffkey,63
text/vnd.fmi.flexstor,62
OGC:WFS-2.0.0-http-describefeaturetype,61
application/download,61
dwg/dxf,61
application/text,61
audio/x-flac,60
application/x-troff,60
HTTP:Information:Produktspecifikation,59
application/vnd.pg.format,58
prj,58
audio/basic,58
dbf,58
shx,58
application/vnd.ms-word.document.macroenabled.12,57
ArcGIS Mapservice,57
url,57
24,57
application/x-tcl,56
application/x-graphpad-prism-pzfx,56
ESRI REST,56
application/x-yaml,56
OGC:OpenSearch,55
application/x-matroska,54
application/vnd.enliven,54
text/vcard,53
application/vnd.ecowin.chart,52
application/dat,52
application/pjnz,51
text/html; charset=iso-8859-1,51
application/vnd.americandynamics.acc,51
Arcgis Mapserver,50
application/x-sas-catalog,50
text/x-comma-separated-values,50
WMTS,49
text/tab,48
text/html; charset=UTF-8,48
application/x-fasta,48
png,47
text/calendar,47
video/ogg,46
application/softgrid-do,46
rdf,46
application/x-matlab-figure,45
MAPML,45
shape,45
application/xml-dtd,45
application/x-r-data,43
TXT,43
audio/x-ms-wma,43
application/vnd.oasis.opendocument.chart,43
application/vnd.ogc.wmc,43
igis_wms,43
application/csv; charset=utf-8,43
application/vnd.koan,41
application/x-zipped-shp,41
application/x-emf,41
26,40
multipart/x-zip,40
application/x-esri-shape,40
application/x-gameboy-rom,40
25,40
text/TXT,40
application/icms,39
gml,39
application/p21,39
file,39
application/x-json-hypothesis,38
text/sis,37
gpx,37
WWW:DOWNLOAD-1.0-http--downloaddata,37
application/sla,37
image/vnd.fst,36
application/xcap-diff+xml,36
audio/wave,35
27,35
DB:POSTGIS,35
application/x-bibtex-text-file,34
OGC:SOS,34
image/webp,34
mp4,34
application/x-msexcel,33
application/x-dtbresource+xml,33
application/nappdf,33
model/vrml,33
application/shapefile,33
application/x-tar-compressed,32
application/opensearchdescription+xml,32
application/blender,32
OGC:WFS-1.1.1-http-get-feature,32
image/x-panasonic-rw,32
CHTOPO:specialised-geoportal,32
WWW:DOWNLOAD:MIF / MID,32
application/vnd.openxmlformats-officedocument.presentationml.pre,32
29,32
28,31
application/vnd.shx,30
application/x-gtar,30
application/vnd.dna,30
application/vnd.epson.ssf,30
application/macbinary,29
ESRI Hub,28
docx,28
REST,28
application/x-webarchive,27
application/pgp-signature,27
application/x-aportisdoc,27
30,27
application/WMS,27
application/pkix-attr-cert,26
OGC:WCS-http-get-capabilities,26
text/x-markdown,26
text/x-web-markdown,26
text/x-spss-syntax; charset=UTF-8,26
audio/mod,26
xml/soap,25
SD,25
application/x-ms-shortcut,25
image/RWL,24
application/vnd.openxmlformats,24
application/vnd.llamagraphics.life-balance.exchange+xml,24
iris,24
application/vnd.wolfram.nb,24
application/x-wais-source,24
31,24
OGC API - Features,24
33,23
32,23
application/vnd.sun.xml.calc.template,23
application/x-123,23
application/x-font-woff,23
application/x-dbase,22
"text/html, application/XML, text/plain, application/sparql-results+json, application/sparql-results+xml, application/rdf+xml, text/rdf+n3, application/x-turtle, application/x-trig, application/trix, text/boolean",22
WWW:DOWNLOAD-1.1-http--download,22
esri shapefile,22
application/JSON,22
Web Map Tile Service (WMTS),22
application/pkcs7-signature,22
tiff (gezippt),22
application/x-zip,21
application/x-director,21
application/vnd.ogc.wmts_xml,21
WWW:DOWNLOAD-1.0-http--related,21
application/vnd.ms-htmlhelp,21
34,21
application/x-spss-sps,21
application/x-mspublisher,21
application/rat-file,20
application/x-font-type1,20
35,20
WWW:DOWNLOAD:JP2-E80,20
ESRI:AIMS--http-get-feature,20
text/x-yaml,20
https://www.iana.org/assignments/media-types/image/png,20
multipart/form-data,20
text/x-uri,20
text/php,19
video/vnd.dlna.mpeg-tts,19
application/yaml,19
application/x-jmp-data,19
RDF,19
application/morphographx.mgxm,19
application/n-triples,19
application/x-download,19
http:,19
application/json; charset=utf-8,19
AODN:FILE-list,19
audio/vnd.dts,19
WWW:DOWNLOAD-1.0-http download,18
application/vnd.dynageo,18
text/directory,18
application/vnd,18
audio/mp4,18
lpk,18
Arcgis Feature,18
application/fdt+xml,18
text/x-c++src,17
HTTP:Nedladdning:Atom,17
application/x-sas-transport,17
https://www.iana.org/assignments/media-types/application/ld+json,17
text/x-r-doc,17
application/x-pdf,17
application/sql,17
application/vnd.google-apps.document,17
application/vnd.wm.igor.pxp,17
application/vnd.ogc.csw.capabilities.response_xml,16
https://www.iana.org/assignments/media-types/text/turtle,16
text/x-bibtex,16
application/x-bibtex,16
gtfs,16
WWW:BROADCAST,16
36,16
application/java-serialized-object,16
application/vnd.openxmlformats-officedocument.wordprocessingml.d,16
audio/audible,16
application/wms,16
39,16
text/x-asm,15
text/rdf,15
Rest,15
OGC:GEOPACKAGE,15
API,15
OGC:WMC-1.1.0-http-get-capabilities,15
application/Groundwater Level Data Viewer,15
TIFF,15
image/vnd.microsoft.icon,15
model/iges,14
text/x-perl-script,14
37,14
application/x-cfs-compressed,14
multipart/mixed,14
http://www.opengis.net/def/serviceType/ogc/wmts,14
application/x-iwork-keynote-sffnumbers,14
38,14
application/vnd.lotus-organizer,14
application/xlsx,14
image/jpg,14
chemical/x-gamess-input,14
application/x-sas-log,14
WCS,14
video/x-flv,14
application/x-python-code,14
application/x-archive,14
OAS,14
https://www.iana.org/assignments/media-types/text/plain,13
xlb,13
image/png;charset=UTF-8,13
40,13
application/x-docker-file,13
jpg,13
41,13
42,13
text/x-makefile,13
application/x-stuffit,13
text/x-expect,13
WWW:DOWNLOAD:MIF/MID,12
application/aspx,12
chemical/x-mopac-input,12
ibge@ibge.gov.br,12
image/svg,12
application/vnd.google-earth,12
HTTP:OGC:WFS,12
"text/html; charset=""utf-8""",12
DSP:ESRI,12
NCSS,12
application/vnd.snapgene.dna,12
application/x-jmp-report,12
chemical/x-cdx,12
application/vnd.wolfram.mathematica,12
text/x-jmp-script,12
model/mesh,12
image/x-raw-panasonic,12
application/vnd.Kinar,12
Rest Service,12
APP,12
Standard de données CNIG,12
OPENDAP,12
OGC:WMC,11
application/docx,11
44,11
application/vnd.google-earth.kmz+xml,11
FILE:RASTER,11
arcgis,11
image/x-icon,11
https://www.iana.org/assignments/media-types/application/n-triples,11
45,11
audio/vnd.dlna.adts,11
43,11
application/x-ruby,11
https://napr.gov.ge/p/567,11
NeTEx,11
application/tar,11
application/vnd.openxmlformats-officedocument.spreadsheetml.template,11
application/x-wine-extension-do,11
http://publications.europa.eu/resource/authority/file-type/CSV,11
spreadsheet,11
text/x-stata-syntax; charset=UTF-8,11
text/csv; charset=utf-8,11
46,11
https://www.iana.org/assignments/media-types/image/jpeg,11
47,10
audio/x-ape,10
text/html; subtype=emikat,10
application/x-itunes-itlp,10
application/force-download,10
application/x-turtle,10
application/vnd.ms-office,10
application/jsv,10
application/vnd.ms-fontobject,10
application/xls; charset=utf-8,10
48,10
application/x-javascript,10
OGC:WFS-1.3.0-http-get-capabilities,10
image/tiff; application=geotiff,10
Accès à la documentation,10
video/x-smv,10
application/xml;charset=UTF-8,10
application/vnd.openxmlformats-officedocument.spreadsheetml.shee,10
ESRI REST: Feature Server,10
application/rdf+xml; qs=0.9,10
text/asp,9
REST Service,9
application/WMTS,9
text/JSON,9
application/xslt+xml,9
text/x-qml,9
test/42,9
zip/shp,9
application/xml+gml,9
FILE:DOWNLOAD-1.0-file-P-download,9
text/x-julia,9
https,9
49,9
application/wfs,9
text/html;charset=UTF-8,9
50,9
application/x-tika-ooxml,9
application/haansoftdocx,9
application/PDF,9
"
        application/vnd.google-earth.kmz
      ",9
biosequence/fasta,9
extern,9
application/vnd.ms-pkistl,8
57,8
WWW:DOWNLOAD-1.0-http--downloadother,8
ESRI:ArcGIS-10.6.1-http--configuration,8
ESRI:ArcGIS-10.6.1-http--layer,8
54,8
URL,8
FILE:other,8
ESRI:AIMS--http--configuration,8
image/x-eps,8
application/vnd.ms-access,8
Catalogue Service for the Web (CSW),8
56,8
doc,8
55,8
51,8
Access Database,8
text/x-common-lisp,8
OGC SensorThingsAPI,8
58,8
application/mbox,8
image/x-lwo,8
application/x-sas-output,8
application/vnd.inquisit.data,8
chemical/seq-na-genbank,8
52,8
application/vnd.mcd,8
53,8
59,8
binary/octet-stream,8
https://www.iana.org/assignments/media-types/text/tab-separated-values,8
65,7
application/trig,7
application/>octet-stream,7
application/mx20,7
Documentation,7
geotiff,7
64,7
application/vnd.proteus.magazine,7
63,7
image/x-hdr,7
GML,7
62,7
61,7
application/rpki-ghostbusters,7
application/x-apple-diskimage,7
text/x-csv,7
text/rdf+n3,7
60,7
MYO:MOTU-DGF,7
OPeNDAP:OPeNDAP,7
application/nx,7
image/x-imagewebserver-ecw,7
WWW:DOWNLOAD:laz,7
doi,6
application/xqgis,6
application/WFS,6
chemical/x-embl-dl-nucleotide,6
rest service,6
69,6
application/x-Research-Info-Systems,6
OGC API - features,6
application/vnd.mobius.daf,6
application/vnd.eszigno3+xml,6
application/x-iwork-numbers-sffnumbers,6
JPEG,6
68,6
text/x-chdr,6
66,6
OGC:API tiles,6
application/7-zip,6
model/example,6
application/vnd.epson.msf,6
WWW:DOWNLOAD:ESRI Shapefile,6
http://seadatanet.maris2.nl/v_cdi_v3/search.asp,6
application/vnd.openxmlformats-officedocument.presentationml.slideshow,6
image/example,6
70,6
application/vnd.dbf,6
ESRI:ArcGIS--http--configuration,6
text/HTML,6
Telechargement,6
67,6
application/tsv,6
example/rdf+xml,6
WWW:DOWNLOAD:SHP,6
application/kmz,6
text/x-sql,6
Dataset,6
OGC-WMTS,6
WWW:DOWNLOAD-URL,6
application/vnd.sqlite3,6
application/vnd.afpc.modca-overlay,6
application/x-ms-wmz,5
text/csv;charset=UTF-8,5
image/x-tga,5
none,5
application/json;charset=UTF-8,5
application/x-r-project,5
application/nc,5
application/x-endnote-connect,5
http://barreto.md.ieo.es/arcgis/services/wms/wmsBase/MapServer/WMSServer?,5
diverse,5
Arcgis Feature server,5
ArcGis Feature,5
application/vnd.ms-officetheme,5
application/x-stata-do,5
application/vnd.multiad.creator.cif,5
application/x-esri-crs,5
Pour télécharger la donnée,5
text/xml;charset=UTF-8,5
Rapport,5
Accès à la donnée (téléchargement par département),5
http://www.ideo-base.ieo.es/,5
application/vnd.ms-outlook,5
WWW:DOWNLOAD-1.0-ftp--downloaddata,5
application/x-python,5
application/epub+zip,5
https://www.iana.org/assignments/media-types/application/vnd.google-earth.kmz,5
http://sig.magrama.es/geoportal/,5
text/x-haxe,5
ESRI:AIMS--http-get-image,5
text/vnd.graphviz,5
application/mx22,5
WWW:DOWNLOAD:JP2_080,5
application/x-applix-spreadsheet,5
application/x-rss+xml,5
TURTLE,5
application/vnd.oasis.opendocument.presentation,5
application/x-gzip-compressed,5
chemical/x-sdlfile,5
application/x-ole-storage,4
application/vnd.pmi.widget,4
132,4
83,4
109,4
Web Coverage Service (WCS),4
112,4
128,4
134,4
94,4
application/vndams-excel,4
rss,4
102,4
118,4
OGC API - Feature,4
PDF,4
133,4
WWW:DOWNLOAD:GPKG,4
application/vnd.ibm.rights-management,4
140,4
142,4
103,4
104,4
application/x-ns-proxy-autoconfig,4
application/viplab+json,4
80,4
audio/x-mpegurl,4
130,4
95,4
https://www.iana.org/assignments/media-types/application/vnd.hdt,4
105,4
application/gpkg,4
application/x-dna,4
139,4
90,4
Karttataso Oskari-karttapalvelussa,4
application/x-executable,4
video/example,4
application/ppt,4
application/xhdf5,4
137,4
111,4
application/vnd.arinc,4
148,4
application/x-fasta+txt,4
LDES,4
146,4
77,4
138,4
text/xlsx,4
document/unknown,4
114,4
application/x-shar,4
WWW:DOWNLOAD:ASC,4
96,4
upload,4
WW:DOWNLOAD-1.0-http--download,4
107,4
OGC:OUS,4
141,4
145,4
129,4
126,4
Dataportaal Provincie Noord-Holland,4
93,4
116,4
119,4
106,4
pptx,4
OGC:WMTS-http-get-capabilities,4
application/illustrator,4
88,4
91,4
chemical/x-molfile,4
99,4
cvs,4
Feature Service,4
89,4
108,4
124,4
81,4
123,4
131,4
143,4
WEB,4
72,4
application/x-csh,4
110,4
144,4
122,4
100,4
92,4
71,4
84,4
121,4
75,4
74,4
147,4
"""application/pdf""",4
98,4
chemical/x-cerius,4
85,4
OGC API – Coverages,4
117,4
78,4
79,4
149,4
unknown/unknown,4
text/SGML,4
text/x-patch,4
127,4
application/vnd.android.package-archive,4
115,4
82,4
application/x-sharedlib,4
application/x-photoshop,4
86,4
136,4
120,4
135,4
97,4
application/x-lzh-compressed,4
76,4
113,4
OGC:EDR,4
Mapa en formato PDF,4
Consultation,4
87,4
101,4
73,4
125,4
text/x-perl,4
text/rss,3
application/shapefiles,3
150,3
application/rest,3
https://www.iana.org/assignments/media-types/application/json+gzip,3
Get JSON,3
Feature service,3
166,3
157,3
text/gml+xml,3
application/vnd.stardivision.draw,3
application/x-octet-stream,3
OGC:WFS-1.1.0-http-describefeaturetype,3
ArcGis Featureservice,3
application/cu-seeme,3
165,3
161,3
154,3
155,3
image/cgm,3
application/ascii,3
application/rdf\+xml,3
RESTFUL API,3
168,3
163,3
application/x-chimera,3
SERVICE,3
152,3
162,3
text/zip,3
WWW:WMS,3
UKMT,3
164,3
application/x-msi,3
application/turtle,3
application/vnd.chemdraw+xml,3
Accès WMS,3
image/x-applix-graphics,3
test/csv,3
application/vnd.openxmlformats-officedocument.wordprocessingml.template,3
159,3
application/softgrid-7z,3
apploication/vnd.ms-excel,3
text/html;charset=ISO-8859-1,3
unspecified,3
application/asx,3
156,3
text/x-c++hdr,3
application/vnd.ms-powerpoint.presentation.macroenabled.12,3
Acte d'engagement,3
Image/png,3
mdb,3
wfs:WFS_Capabilities (WFS 2.0),3
Pour télécharger la donnée cliquer ici,3
153,3
application/wsdl+xml,3
application/vnd.rim.cod,3
https://,3
application/x-graphpad-prism-pzf,3
application/x-latex,3
application/vnd.ms-excel.template.macroEnabled.12,3
application/png,3
text.html,3
application/Data Download,3
167,3
application/rdf+turtle,3
application/x-dosexec,3
Dirección NAS - SINCHI,3
text/x-sfv,3
application/xqis,3
application/json+gzip,3
160,3
ESRI:ArcGIS--http--layer,3
application/x-perl,3
jpeg,3
application/vnd.snesdev-page-table,3
audio/x-matroska,3
application/nvivo-project,3
tesxt/json,3
application/haansofthwp,3
WWW:DOWNLOAD:Texte,3
158,3
ESRI Shapefile,3
151,3
application/softgrid-sps,3
application/vnd.google-apps.map,3
wma,3
application/mxf,3
application/x-dvi,3
application/a-qgis,3
application/text-plain:formatted,3
application/dsb,3
audio/x-ms-wmv,3
bin,2
